client_id,contact_number,current_product,monthly_fee,avg_balance,monthly_transactions,digital_logins,support_tickets,account_age_months,international_transfers
CLT-02711,+33 672 722985,Savings Plus,7.78,18644.34,21,22,0,52,0
CLT-02712,+33 664 371861,Checking,0.22,13238.01,40,59,3,78,0
CLT-02713,+33 668 228948,Checking,0.0,12709.16,46,53,1,44,3
CLT-02714,+33 635 579281,Checking,0.0,4510.46,20,10,0,125,0
CLT-02715,+33 660 303555,Private Banking,49.16,416920.67,56,16,1,7,2
CLT-02716,+33 695 495752,Private Banking,47.44,234289.73,65,53,2,1,2
CLT-02717,+33 655 924211,Checking,4.86,3285.15,19,46,0,44,0
CLT-02718,+33 671 387736,Private Banking,48.34,306233.88,67,51,1,14,0
CLT-02719,+33 695 317373,Savings Plus,7.83,26137.21,25,5,0,19,0
CLT-02720,+33 662 634557,Savings Plus,3.17,11176.9,28,21,2,46,0
CLT-02721,+33 673 778358,Checking,4.67,5210.52,23,19,0,67,1
CLT-02722,+33 650 531108,Savings Plus,7.16,7378.63,59,21,2,16,0
CLT-02723,+33 649 410074,Savings Plus,9.32,39751.38,26,30,1,39,3
CLT-02724,+33 680 321121,Checking,3.68,3336.38,23,50,0,9,0
CLT-02725,+33 686 714835,Savings Plus,5.25,21460.25,30,8,0,27,1
CLT-02726,+33 643 279413,Savings Plus,3.91,46889.56,31,21,1,6,1
CLT-02727,+33 656 448621,Premium Account,21.92,97531.24,63,38,0,5,0
CLT-02728,+33 626 446080,Premium Account,22.14,64541.08,40,14,0,11,4
CLT-02729,+33 664 480777,Premium Account,18.19,95480.99,33,20,2,25,0
CLT-02730,+33 652 275674,Premium Account,21.08,113457.15,51,34,0,1,2
CLT-02731,+33 637 144534,Checking,1.17,12224.54,39,22,0,16,2
CLT-02732,+33 656 116736,Premium Account,19.23,20454.74,33,27,0,4,1
CLT-02733,+33 619 825217,Private Banking,48.5,191835.65,37,36,1,22,5
CLT-02734,+33 668 903851,Checking,0.0,6040.64,29,42,3,15,0
CLT-02735,+33 692 347347,Premium Account,22.67,56050.82,67,44,2,7,1
CLT-02736,+33 627 727709,Savings Plus,4.16,35497.72,43,18,3,2,3
CLT-02737,+33 633 764378,Checking,4.26,13398.07,28,14,1,11,1
CLT-02738,+33 646 264732,Private Banking,48.89,428858.97,49,39,3,21,2
CLT-02739,+33 620 310350,Savings Plus,7.82,26519.66,57,47,0,18,2
CLT-02740,+33 668 730079,Checking,4.57,12348.84,47,9,0,11,4
CLT-02741,+33 649 971247,Checking,3.9,3320.77,12,6,0,18,0
CLT-02742,+33 649 530218,Savings Plus,7.14,30109.32,32,56,2,27,1
CLT-02743,+33 669 594717,Checking,0.0,7807.88,17,12,0,2,2
CLT-02744,+33 638 565244,Premium Account,22.98,99166.45,26,31,1,17,0
CLT-02745,+33 667 300612,Savings Plus,8.86,43767.35,42,34,0,75,1
CLT-02746,+33 658 781130,Private Banking,45.63,462834.38,58,10,1,1,7
CLT-02747,+33 685 230792,Premium Account,18.1,34699.78,54,15,3,12,0
CLT-02748,+33 624 464750,Checking,4.4,12969.81,38,18,0,18,0
CLT-02749,+33 612 933290,Checking,2.01,2889.98,32,26,2,11,2
CLT-02750,+33 656 806272,Checking,3.18,609.73,28,17,1,7,2
CLT-02751,+33 619 887523,Checking,1.14,1596.59,41,31,0,75,4
CLT-02752,+33 668 431442,Private Banking,48.68,305922.8,76,47,0,24,2
CLT-02753,+33 655 516832,Premium Account,20.4,51951.77,66,29,3,14,0
CLT-02754,+33 682 425816,Checking,4.1,51085.37,69,25,1,24,2
CLT-02755,+33 677 294257,Premium Account,18.96,67781.19,45,24,1,13,0
CLT-02756,+33 647 914917,Checking,2.93,8349.93,10,46,1,7,2
CLT-02757,+33 637 787174,Premium Account,18.54,69298.08,41,39,3,21,4
CLT-02758,+33 617 945182,Private Banking,48.9,479962.1,73,33,2,20,1
CLT-02759,+33 676 321653,Savings Plus,6.18,44442.02,49,47,2,19,1
CLT-02760,+33 640 943309,Premium Account,22.21,51103.71,44,27,2,31,0
CLT-02761,+33 691 856171,Premium Account,19.62,31391.64,86,31,0,12,1
CLT-02762,+33 634 453048,Checking,4.45,8471.57,35,53,0,24,0
CLT-02763,+33 698 829344,Savings Plus,7.73,7402.5,25,9,2,15,1
CLT-02764,+33 691 920199,Private Banking,46.76,290255.4,71,18,0,16,0
CLT-02765,+33 612 345757,Premium Account,19.69,48866.36,75,14,1,12,3
CLT-02766,+33 682 324338,Savings Plus,9.73,35000.16,20,25,0,37,1
CLT-02767,+33 659 942579,Premium Account,19.74,110808.56,55,20,3,16,0
CLT-02768,+33 646 539076,Premium Account,16.3,47672.03,33,15,1,80,1
CLT-02769,+33 680 438709,Premium Account,21.67,94081.04,61,28,1,2,1
CLT-02770,+33 680 787815,Premium Account,21.69,60414.63,65,32,0,9,1
CLT-02771,+33 642 495962,Checking,1.14,3331.61,49,45,2,23,6
CLT-02772,+33 640 367329,Checking,2.78,3830.79,37,48,2,58,3
CLT-02773,+33 637 489205,Premium Account,20.11,110646.53,69,48,0,73,2
CLT-02774,+33 614 407956,Checking,2.99,6535.64,22,50,3,4,3
CLT-02775,+33 651 902155,Savings Plus,8.48,29746.5,42,44,3,8,0
CLT-02776,+33 614 383149,Checking,4.84,3871.84,13,17,0,12,0
CLT-02777,+33 641 582918,Checking,3.16,12259.74,27,48,2,64,1
CLT-02778,+33 690 226106,Checking,2.02,43083.67,134,12,2,29,0
CLT-02779,+33 689 396513,Premium Account,20.71,67776.87,55,59,0,44,0
CLT-02780,+33 642 288452,Premium Account,21.5,21078.16,26,42,1,23,2
CLT-02781,+33 654 121606,Premium Account,16.83,35872.1,53,59,1,19,2
CLT-02782,+33 669 211222,Savings Plus,4.61,44597.45,60,14,0,4,2
CLT-02783,+33 633 458349,Checking,0.0,13378.3,48,49,0,19,1
CLT-02784,+33 683 871570,Savings Plus,6.05,40112.76,21,43,0,86,1
CLT-02785,+33 623 650475,Checking,0.0,5058.89,49,34,2,6,2
CLT-02786,+33 662 687823,Private Banking,45.24,265428.89,36,23,2,3,7
CLT-02787,+33 648 905063,Checking,4.25,9061.29,31,48,1,7,0
CLT-02788,+33 612 784903,Premium Account,17.98,103416.62,86,29,1,19,4
CLT-02789,+33 636 170969,Private Banking,44.76,382377.28,40,46,1,37,2
CLT-02790,+33 672 258222,Checking,0.0,4717.24,42,47,0,19,3
CLT-02791,+33 641 209002,Private Banking,46.61,178702.8,68,37,2,3,4
CLT-02792,+33 652 493870,Checking,0.0,12369.83,48,14,0,15,3
CLT-02793,+33 643 183429,Savings Plus,7.9,17499.82,38,44,0,8,1
CLT-02794,+33 648 831772,Premium Account,19.48,119493.17,28,5,1,45,0
CLT-02795,+33 658 948271,Savings Plus,8.73,8000.72,22,37,2,15,0
CLT-02796,+33 669 671943,Premium Account,16.57,111319.09,75,55,1,40,1
CLT-02797,+33 688 515655,Premium Account,22.3,78873.47,42,21,1,8,0
CLT-02798,+33 645 207698,Savings Plus,4.9,28283.66,25,24,1,33,4
CLT-02799,+33 646 279704,Savings Plus,3.63,6491.3,39,38,1,47,2
CLT-02800,+33 646 213291,Savings Plus,3.3,48084.93,25,59,0,8,0
CLT-02801,+33 690 732258,Premium Account,18.97,22214.93,54,40,0,18,1
CLT-02802,+33 698 193174,Checking,0.79,91722.06,76,17,0,25,3
CLT-02803,+33 653 912128,Savings Plus,8.66,32087.77,28,11,3,7,2
CLT-02804,+33 644 429469,Premium Account,16.56,22812.59,44,52,0,10,0
CLT-02805,+33 641 869072,Savings Plus,5.78,42390.11,38,58,0,10,1
CLT-02806,+33 650 316436,Savings Plus,3.52,19784.19,66,16,1,32,1
CLT-02807,+33 630 294553,Private Banking,46.56,349898.44,53,43,1,30,4
CLT-02808,+33 658 559736,Premium Account,19.74,75153.37,58,46,1,9,0
CLT-02809,+33 677 834276,Checking,3.59,48362.76,128,52,0,13,1
CLT-02810,+33 653 727379,Savings Plus,4.78,21034.09,18,55,0,22,0
CLT-02811,+33 665 634013,Premium Account,16.37,61265.13,57,8,0,62,6
CLT-02812,+33 670 894219,Checking,4.85,12673.14,33,17,1,3,0
CLT-02813,+33 694 272027,Checking,2.01,14819.6,27,51,0,8,1
CLT-02814,+33 616 753076,Savings Plus,6.27,47325.31,68,51,0,1,4
CLT-02815,+33 620 847574,Savings Plus,4.08,30739.84,54,18,0,11,0
CLT-02816,+33 651 946818,Premium Account,19.33,80204.98,44,19,0,2,6
CLT-02817,+33 680 411690,Premium Account,21.75,79218.52,81,24,1,5,3
CLT-02818,+33 663 515341,Premium Account,16.0,59751.74,36,50,1,36,3
CLT-02819,+33 678 158463,Premium Account,20.33,84099.7,56,19,0,3,2
CLT-02820,+33 610 578254,Premium Account,22.08,27098.46,75,25,3,22,5
CLT-02821,+33 648 273318,Checking,0.0,10032.16,39,34,3,16,1
CLT-02822,+33 679 700083,Checking,1.48,1002.55,20,45,3,10,0
CLT-02823,+33 663 939140,Premium Account,21.57,52450.68,85,41,2,19,0
CLT-02824,+33 663 280302,Private Banking,48.22,456450.85,74,34,1,60,2
CLT-02825,+33 664 370557,Savings Plus,7.97,25349.24,22,18,0,105,1
CLT-02826,+33 692 482580,Checking,0.77,7249.61,37,43,0,12,2
CLT-02827,+33 697 589980,Premium Account,16.78,101831.91,48,6,0,28,3
CLT-02828,+33 643 413516,Premium Account,22.15,58097.53,85,47,2,16,0
CLT-02829,+33 682 927904,Checking,4.38,10881.06,40,58,0,19,0
CLT-02830,+33 640 378616,Checking,0.0,5714.2,23,40,2,3,0
CLT-02831,+33 690 690817,Savings Plus,4.6,32370.73,68,55,1,16,1
CLT-02832,+33 648 871252,Private Banking,48.75,162870.33,27,17,0,22,0
CLT-02833,+33 650 357043,Premium Account,18.06,106347.38,74,45,2,25,0
CLT-02834,+33 687 742875,Premium Account,21.06,93957.32,45,23,1,27,0
CLT-02835,+33 634 735004,Checking,0.0,4201.5,43,35,2,68,0
CLT-02836,+33 675 801465,Checking,0.0,66374.59,132,28,0,27,6
CLT-02837,+33 693 776663,Savings Plus,8.62,33434.87,34,21,1,11,1
CLT-02838,+33 624 232454,Premium Account,16.58,103859.78,53,8,0,16,0
CLT-02839,+33 670 154795,Savings Plus,8.13,33292.76,41,53,0,8,0
CLT-02840,+33 672 106208,Savings Plus,5.83,12518.55,55,40,1,62,0
CLT-02841,+33 672 368661,Premium Account,19.2,76362.28,42,44,0,52,1
CLT-02842,+33 639 286321,Checking,4.71,7339.43,32,39,1,13,1
CLT-02843,+33 678 423616,Premium Account,21.59,35735.56,51,19,1,33,0
CLT-02844,+33 648 790252,Premium Account,20.91,52125.11,71,36,1,26,5
CLT-02845,+33 611 419803,Savings Plus,4.51,9404.84,25,18,0,3,1
CLT-02846,+33 644 126548,Private Banking,46.29,237769.14,63,35,1,29,0
CLT-02847,+33 637 367683,Savings Plus,4.59,18446.69,52,9,0,27,1
CLT-02848,+33 656 489093,Premium Account,21.19,119421.38,40,25,1,53,1
CLT-02849,+33 675 298818,Checking,0.82,3648.53,34,6,0,64,0
CLT-02850,+33 666 302337,Checking,3.15,7664.85,17,15,0,11,1
CLT-02851,+33 629 698357,Checking,0.0,6737.48,17,25,1,5,1
CLT-02852,+33 633 609969,Checking,1.09,6523.92,20,37,1,4,1
CLT-02853,+33 669 587366,Premium Account,19.25,85648.6,63,39,0,14,0
CLT-02854,+33 626 952707,Checking,3.9,69916.4,61,58,3,14,0
CLT-02855,+33 630 918829,Premium Account,21.11,103395.19,62,59,3,30,0
CLT-02856,+33 637 580635,Savings Plus,7.07,30746.52,38,56,1,8,1
CLT-02857,+33 684 632717,Savings Plus,8.12,7612.95,54,54,1,72,5
CLT-02858,+33 633 235648,Private Banking,47.36,465696.52,76,13,0,26,1
CLT-02859,+33 652 922356,Premium Account,20.94,40360.81,33,56,0,20,2
CLT-02860,+33 643 568871,Savings Plus,9.8,44211.61,45,7,3,47,3
CLT-02861,+33 660 641743,Checking,3.01,9006.42,45,52,0,34,3
CLT-02862,+33 641 268306,Premium Account,22.88,116047.06,54,48,0,4,0
CLT-02863,+33 637 697279,Premium Account,19.36,77645.24,89,43,0,35,0
CLT-02864,+33 692 370222,Savings Plus,9.37,7246.47,32,17,0,26,4
CLT-02865,+33 693 654678,Premium Account,17.33,58496.17,33,30,0,69,3
CLT-02866,+33 650 736389,Checking,3.48,2279.26,20,27,1,48,1
CLT-02867,+33 661 974772,Savings Plus,6.71,14833.81,38,37,0,96,0
CLT-02868,+33 645 201518,Private Banking,44.56,9057.73,9,43,3,87,0
CLT-02869,+33 677 439185,Checking,3.89,13132.84,25,33,1,13,0
CLT-02870,+33 655 161265,Checking,0.0,14564.23,30,30,3,6,0
CLT-02871,+33 668 345452,Premium Account,16.88,63818.0,72,11,1,11,4
CLT-02872,+33 631 772376,Premium Account,22.27,33447.68,44,38,1,31,2
CLT-02873,+33 623 860176,Checking,0.62,6711.57,33,41,0,15,3
CLT-02874,+33 685 928628,Savings Plus,7.14,25524.45,59,44,1,41,0
CLT-02875,+33 679 185616,Private Banking,46.18,463789.84,57,26,0,31,3
CLT-02876,+33 668 983185,Premium Account,18.46,64799.09,27,45,0,9,0
CLT-02877,+33 656 540680,Private Banking,43.58,105325.66,62,21,1,5,0
CLT-02878,+33 663 648423,Savings Plus,7.33,42005.43,29,8,0,10,0
CLT-02879,+33 698 126165,Savings Plus,6.75,5136.79,31,22,1,20,1
CLT-02880,+33 662 651378,Checking,0.09,5390.3,21,35,3,25,0
CLT-02881,+33 646 961850,Checking,0.22,12522.26,21,35,1,46,1
CLT-02882,+33 688 541659,Checking,2.33,11060.08,49,12,3,10,1
CLT-02883,+33 697 753156,Savings Plus,7.55,14759.48,55,59,0,96,0
CLT-02884,+33 641 751619,Savings Plus,4.4,23283.31,67,37,2,7,0
CLT-02885,+33 640 275832,Checking,0.47,2203.32,11,12,0,14,7
CLT-02886,+33 688 443667,Checking,1.1,1282.34,11,35,3,8,0
CLT-02887,+33 672 468919,Premium Account,18.03,99845.27,63,25,0,16,1
CLT-02888,+33 686 978831,Checking,1.72,3474.63,14,31,0,33,6
CLT-02889,+33 681 703078,Premium Account,22.7,81541.06,58,23,1,41,0
CLT-02890,+33 654 869517,Savings Plus,4.37,20699.25,38,41,2,6,4
CLT-02891,+33 683 650698,Savings Plus,7.36,34477.92,66,26,0,49,0
CLT-02892,+33 616 391870,Premium Account,22.59,59976.86,79,14,0,9,7
CLT-02893,+33 612 905327,Savings Plus,5.54,39904.7,58,30,3,7,3
CLT-02894,+33 673 450199,Checking,0.0,9392.16,46,53,2,9,0
CLT-02895,+33 684 694008,Savings Plus,8.01,19434.85,43,17,1,62,3
CLT-02896,+33 641 944574,Savings Plus,7.94,43873.82,29,45,2,9,6
CLT-02897,+33 612 395886,Savings Plus,6.42,10407.61,59,27,3,65,0
CLT-02898,+33 695 799933,Premium Account,22.37,56207.58,45,37,0,49,1
CLT-02899,+33 648 968852,Savings Plus,8.89,9429.42,59,22,0,5,0
CLT-02900,+33 627 738808,Private Banking,43.98,273362.2,26,16,1,36,2
CLT-02901,+33 640 700562,Premium Account,21.67,53038.62,83,37,2,3,9
CLT-02902,+33 613 237023,Checking,0.0,8014.85,10,24,2,41,0
CLT-02903,+33 686 665624,Checking,0.0,3003.8,39,19,1,41,1
CLT-02904,+33 671 236115,Checking,1.36,7958.12,49,35,0,65,6
CLT-02905,+33 629 450464,Checking,2.38,10599.35,20,31,1,28,2
CLT-02906,+33 654 336798,Premium Account,20.64,92263.56,56,34,1,26,0
CLT-02907,+33 651 863928,Savings Plus,7.44,22542.36,35,52,3,19,0
CLT-02908,+33 612 905795,Checking,3.93,4806.32,12,38,0,25,0
CLT-02909,+33 689 907160,Checking,0.0,10538.04,24,49,2,16,2
CLT-02910,+33 681 880510,Savings Plus,5.02,46268.47,60,34,1,25,1
CLT-02911,+33 613 260702,Savings Plus,8.3,7883.84,24,39,0,21,0
CLT-02912,+33 624 141535,Checking,0.71,13262.7,47,38,1,14,3
CLT-02913,+33 647 513307,Premium Account,18.39,109263.14,52,24,3,3,0
CLT-02914,+33 658 456592,Premium Account,17.15,73461.71,30,29,3,25,2
CLT-02915,+33 643 645515,Savings Plus,7.23,30100.05,26,44,0,11,3
CLT-02916,+33 633 465870,Premium Account,18.55,29976.25,82,21,0,6,0
CLT-02917,+33 647 415300,Premium Account,16.41,96384.68,80,7,1,9,0
CLT-02918,+33 631 319878,Premium Account,16.89,69823.79,30,25,0,23,0
CLT-02919,+33 656 871967,Checking,0.0,11446.59,22,18,1,17,5
CLT-02920,+33 626 727270,Checking,4.31,3870.56,11,30,1,12,2
CLT-02921,+33 659 355436,Checking,3.34,11279.67,21,16,0,3,1
CLT-02922,+33 689 159384,Checking,0.0,5247.15,24,17,2,17,0
CLT-02923,+33 621 735571,Checking,2.94,14160.54,10,37,1,18,4
CLT-02924,+33 667 538691,Private Banking,49.36,289420.58,59,58,1,6,2
CLT-02925,+33 668 819796,Premium Account,22.53,97261.71,27,40,2,2,1
CLT-02926,+33 641 449883,Checking,2.77,10245.48,45,58,1,23,0
CLT-02927,+33 686 991958,Premium Account,20.89,35518.7,65,56,0,64,3
CLT-02928,+33 640 121139,Checking,1.5,74792.04,133,12,0,16,0
CLT-02929,+33 628 569722,Checking,0.0,13107.65,27,56,1,10,0
CLT-02930,+33 695 883645,Savings Plus,4.03,45300.23,54,40,2,27,2
CLT-02931,+33 653 707074,Premium Account,18.68,57515.0,85,10,0,19,1
CLT-02932,+33 670 510743,Checking,0.0,8676.16,37,35,0,10,5
CLT-02933,+33 614 677517,Premium Account,22.87,106797.71,66,38,3,9,0
CLT-02934,+33 698 970402,Savings Plus,8.84,34052.31,19,16,3,57,1
CLT-02935,+33 666 735751,Private Banking,46.42,208218.96,48,48,0,30,1
CLT-02936,+33 615 836340,Savings Plus,5.32,25155.43,44,56,1,37,1
CLT-02937,+33 656 643541,Checking,0.32,1552.86,27,29,1,8,0
CLT-02938,+33 672 743003,Checking,0.0,4430.37,14,18,0,5,1
CLT-02939,+33 668 849954,Checking,3.33,1538.31,42,19,0,17,1
CLT-02940,+33 639 348231,Checking,3.81,5342.64,45,19,2,18,0
CLT-02941,+33 645 259943,Checking,3.34,985.61,12,35,1,21,1
CLT-02942,+33 617 871737,Savings Plus,5.9,48399.05,17,16,0,15,0
CLT-02943,+33 693 499748,Checking,1.94,13836.0,47,30,0,6,1
CLT-02944,+33 645 111820,Checking,0.76,5891.9,38,6,3,7,0
CLT-02945,+33 671 150978,Premium Account,22.82,35405.5,43,18,0,26,0
CLT-02946,+33 694 389262,Premium Account,20.86,100084.32,65,53,1,7,4
CLT-02947,+33 622 875012,Savings Plus,5.2,34684.25,16,54,0,26,6
CLT-02948,+33 645 689670,Premium Account,18.08,24535.07,52,25,1,12,1
CLT-02949,+33 689 891697,Premium Account,19.94,45528.84,68,30,0,33,0
CLT-02950,+33 626 849550,Savings Plus,5.17,29161.41,68,51,0,70,3
CLT-02951,+33 633 912953,Checking,0.7,48677.47,114,48,1,17,3
CLT-02952,+33 670 978089,Checking,0.0,12314.6,17,55,1,15,1
CLT-02953,+33 682 668879,Checking,3.23,14571.47,16,34,0,6,0
CLT-02954,+33 695 751254,Checking,0.08,9763.04,36,42,0,50,3
CLT-02955,+33 651 736078,Private Banking,44.6,295324.86,21,21,0,24,0
CLT-02956,+33 669 698954,Savings Plus,3.1,48732.78,17,35,1,32,0
CLT-02957,+33 652 838423,Savings Plus,3.49,25063.41,46,7,0,34,0
CLT-02958,+33 624 742843,Private Banking,45.31,101193.19,69,19,1,25,0
CLT-02959,+33 677 137862,Savings Plus,7.73,17889.7,33,6,0,35,2
CLT-02960,+33 640 311649,Checking,1.59,13527.21,48,14,2,49,0
CLT-02961,+33 694 960381,Savings Plus,6.67,36655.03,15,46,1,3,2
CLT-02962,+33 677 436545,Checking,0.41,2596.88,23,30,0,12,0
CLT-02963,+33 648 433022,Checking,2.24,501.96,11,21,3,6,0
CLT-02964,+33 613 629553,Checking,4.17,8795.74,38,14,1,32,0
CLT-02965,+33 673 469510,Savings Plus,4.73,19984.97,51,27,0,34,0
CLT-02966,+33 660 516944,Savings Plus,3.73,18169.58,47,42,1,26,1
CLT-02967,+33 625 321143,Premium Account,16.86,93225.82,62,41,3,16,2
CLT-02968,+33 637 811251,Checking,0.0,6462.77,42,54,1,21,2
CLT-02969,+33 697 942827,Savings Plus,3.45,30193.43,45,13,1,16,3
CLT-02970,+33 683 245167,Premium Account,19.22,37120.7,60,38,0,42,0
CLT-02971,+33 690 937394,Checking,0.0,10324.0,49,59,1,4,10
CLT-02972,+33 612 249998,Savings Plus,9.36,24137.22,61,46,0,3,0
CLT-02973,+33 611 684705,Savings Plus,4.68,17169.72,24,19,0,137,1
CLT-02974,+33 634 662985,Private Banking,43.12,296785.56,30,23,3,30,1
CLT-02975,+33 640 921502,Savings Plus,9.95,17543.91,46,22,0,11,4
CLT-02976,+33 660 617385,Checking,3.42,10982.84,22,14,1,26,0
CLT-02977,+33 635 825990,Premium Account,18.45,101985.52,58,48,0,10,1
CLT-02978,+33 637 781515,Premium Account,16.96,26851.28,64,45,1,2,0
CLT-02979,+33 676 307262,Checking,2.16,14846.46,13,33,0,25,2
CLT-02980,+33 626 993905,Savings Plus,4.33,41234.84,67,21,1,9,1
CLT-02981,+33 613 991027,Premium Account,17.45,74800.32,43,33,3,16,3
CLT-02982,+33 642 284953,Premium Account,18.51,38212.4,89,10,0,33,1
CLT-02983,+33 621 681649,Savings Plus,7.67,42468.87,45,14,3,5,2
CLT-02984,+33 639 904126,Premium Account,19.46,50241.48,69,51,0,24,3
CLT-02985,+33 653 833650,Checking,4.2,6878.28,45,51,0,22,0
CLT-02986,+33 690 630873,Savings Plus,6.96,21120.51,52,31,3,17,2
CLT-02987,+33 652 283989,Checking,3.12,11127.23,29,37,0,31,1
CLT-02988,+33 686 474551,Savings Plus,7.39,38285.58,34,26,0,10,0
CLT-02989,+33 652 200419,Premium Account,20.28,33757.98,41,44,1,61,1
CLT-02990,+33 689 877425,Checking,4.61,5887.48,22,15,0,19,0
CLT-02991,+33 615 983051,Private Banking,46.76,264661.55,22,28,0,20,1
CLT-02992,+33 647 793559,Savings Plus,7.77,32443.1,30,53,1,16,0
CLT-02993,+33 691 149624,Checking,4.75,3209.94,42,20,0,33,0
CLT-02994,+33 645 103995,Savings Plus,4.08,45014.68,52,46,1,24,4
CLT-02995,+33 611 717346,Private Banking,47.04,457737.44,64,45,0,64,1
CLT-02996,+33 628 520238,Savings Plus,5.87,23199.23,21,52,1,15,2
CLT-02997,+33 656 299050,Checking,1.46,4838.89,44,16,0,38,0
CLT-02998,+33 640 388662,Savings Plus,7.73,6314.06,53,11,0,22,0
CLT-02999,+33 619 145177,Savings Plus,4.38,9650.13,21,27,2,50,4
CLT-03000,+33 634 330521,Premium Account,20.41,61325.79,38,13,0,14,2
CLT-03001,+33 664 355064,Checking,0.89,9787.58,38,11,1,39,3
CLT-03002,+33 685 610444,Checking,3.33,766.67,23,9,2,6,2
CLT-03003,+33 650 171371,Premium Account,21.97,65338.93,57,35,0,2,0
CLT-03004,+33 679 854785,Checking,0.99,1096.08,47,17,1,10,0
CLT-03005,+33 640 708766,Savings Plus,3.61,34299.28,60,38,1,23,0
CLT-03006,+33 690 242585,Premium Account,16.52,42959.79,31,41,3,11,1
CLT-03007,+33 647 160615,Private Banking,46.22,283400.18,36,5,0,16,2
CLT-03008,+33 657 153227,Checking,0.0,6991.19,22,32,2,2,5
CLT-03009,+33 643 576358,Premium Account,17.18,103890.04,56,22,1,10,1
CLT-03010,+33 666 916707,Savings Plus,3.1,10784.82,63,8,0,18,0
CLT-03011,+33 676 728534,Checking,2.12,1460.4,16,20,1,63,3
CLT-03012,+33 630 934252,Private Banking,49.6,249835.63,78,38,0,99,3
CLT-03013,+33 664 472538,Checking,0.0,12710.01,12,21,3,22,0
CLT-03014,+33 618 310885,Checking,0.0,14699.73,30,16,0,4,1
CLT-03015,+33 693 139539,Premium Account,16.07,22486.0,88,27,2,23,0
CLT-03016,+33 645 464454,Savings Plus,6.69,30772.54,29,55,1,7,2
CLT-03017,+33 689 705874,Savings Plus,5.68,7144.35,60,30,3,1,2
CLT-03018,+33 642 747101,Savings Plus,5.55,42711.54,50,22,3,10,1
CLT-03019,+33 684 742617,Savings Plus,7.44,33336.71,36,7,1,2,0
CLT-03020,+33 627 898288,Savings Plus,7.69,5107.94,31,36,2,9,1
CLT-03021,+33 658 180625,Premium Account,16.22,91397.64,40,7,0,8,0
CLT-03022,+33 633 598400,Checking,3.76,1053.88,23,8,3,21,0
CLT-03023,+33 643 149775,Savings Plus,6.35,27221.38,53,8,0,22,6
CLT-03024,+33 663 246044,Premium Account,21.0,74150.59,29,41,1,1,0
CLT-03025,+33 645 198780,Savings Plus,5.63,12690.37,20,48,2,12,4
CLT-03026,+33 642 546565,Savings Plus,9.02,11171.41,15,5,1,13,0
CLT-03027,+33 657 458668,Premium Account,17.64,90048.18,83,53,1,8,1
CLT-03028,+33 629 879557,Private Banking,47.76,165705.82,35,6,0,8,1
CLT-03029,+33 639 961920,Premium Account,19.61,71829.07,64,10,1,2,1
CLT-03030,+33 645 571249,Savings Plus,3.85,25443.73,50,11,0,13,5
CLT-03031,+33 686 246191,Premium Account,22.24,54180.74,34,53,3,21,1
CLT-03032,+33 694 449127,Premium Account,20.04,98304.71,77,41,1,5,1
CLT-03033,+33 691 675512,Premium Account,16.6,85206.91,63,53,1,50,2
CLT-03034,+33 619 646376,Savings Plus,6.19,23214.15,57,29,3,17,0
CLT-03035,+33 687 226413,Savings Plus,5.73,36490.84,48,57,0,20,4
CLT-03036,+33 694 972439,Premium Account,16.16,43260.58,43,50,0,104,0
CLT-03037,+33 645 839901,Checking,0.0,13309.58,16,27,0,25,1
CLT-03038,+33 629 897417,Premium Account,21.73,49083.62,85,8,0,1,6
CLT-03039,+33 684 245890,Checking,0.0,9576.84,29,13,3,90,2
CLT-03040,+33 619 255864,Checking,0.0,14445.43,46,13,1,9,0
CLT-03041,+33 677 478673,Savings Plus,4.01,18871.69,54,36,1,18,0
CLT-03042,+33 689 510166,Checking,4.8,508.07,19,52,1,20,4
CLT-03043,+33 612 872440,Premium Account,17.41,107601.61,83,53,3,5,1
CLT-03044,+33 647 596018,Checking,0.0,13390.5,44,34,0,12,6
CLT-03045,+33 650 679370,Checking,1.11,13381.34,23,52,3,39,0
CLT-03046,+33 683 557319,Savings Plus,5.57,23520.3,16,57,1,2,0
CLT-03047,+33 674 904522,Savings Plus,9.33,5230.52,66,28,3,15,1
CLT-03048,+33 684 698830,Savings Plus,9.27,12553.34,28,59,0,5,2
CLT-03049,+33 660 497822,Checking,1.58,4537.3,17,33,2,3,3
CLT-03050,+33 689 105572,Checking,1.13,9445.54,18,20,3,8,0
CLT-03051,+33 665 961456,Premium Account,19.47,106298.63,81,37,0,89,1
CLT-03052,+33 624 942207,Private Banking,44.06,223242.63,67,23,0,13,0
CLT-03053,+33 670 712925,Premium Account,21.67,58118.09,31,12,3,59,1
CLT-03054,+33 676 961554,Checking,1.91,565.98,43,23,3,17,3
CLT-03055,+33 642 757667,Savings Plus,3.82,35718.72,17,14,0,27,2
CLT-03056,+33 636 830897,Savings Plus,3.58,44176.69,15,12,1,55,13
CLT-03057,+33 680 378709,Checking,3.85,7478.47,35,41,0,7,5
CLT-03058,+33 655 683395,Private Banking,49.16,1718.72,12,30,0,7,1
CLT-03059,+33 678 612221,Premium Account,17.74,26449.47,84,25,0,17,0
